Unnamed: 0,further research line,further research prefix,further research suffix,publication date,title,primary category,categories,authors,abstract,x,y,z,cluster
8185,"We then collected these 137 instances as the hard set to further study the cost distribution
of instances much harder than the training instances.","TRAINING DATASET                    HARD DATASET

            EXPANDED TIME SOLVED     NODES PER SEC  EXPANDED TIME SOLVED

SOKOLUTION    191436 310 S 100%             618     —      —         0%
DBFS          13776 370 S 93%                37
                                                    18651  537 69%

unsolved.","For each found plan (s0, a1, s1, ..., an, sn) from
the start state s0 to the goal state sn, we generated training tuples (si, lsi , vsi ) with policy label
lsi = ai+1 and remaining distance label vsi = n − i as training data.",2022-06-28 21:48:54+00:00,Left Heavy Tails and the Effectiveness of the Policy and Value Networks in DNN-based best-first search for Sokoban Planning,cs.AI,['cs.AI'],"[arxiv.Result.Author('Dieqiao Feng'), arxiv.Result.Author('Carla Gomes'), arxiv.Result.Author('Bart Selman')]","Despite the success of practical solvers in various NP-complete domains such
as SAT and CSP as well as using deep reinforcement learning to tackle
two-player games such as Go, certain classes of PSPACE-hard planning problems
have remained out of reach. Even carefully designed domain-specialized solvers
can fail quickly due to the exponential search space on hard instances. Recent
works that combine traditional search methods, such as best-first search and
Monte Carlo tree search, with Deep Neural Networks' (DNN) heuristics have shown
promising progress and can solve a significant number of hard planning
instances beyond specialized solvers. To better understand why these approaches
work, we studied the interplay of the policy and value networks of DNN-based
best-first search on Sokoban and show the surprising effectiveness of the
policy network, further enhanced by the value network, as a guiding heuristic
for the search. To further understand the phenomena, we studied the cost
distribution of the search algorithms and found that Sokoban instances can have
heavy-tailed runtime distributions, with tails both on the left and right-hand
sides. In particular, for the first time, we show the existence of \textit{left
heavy tails} and propose an abstract tree model that can empirically explain
the appearance of these tails. The experiments show the critical role of the
policy network as a powerful heuristic guiding the search, which can lead to
left heavy tails with polynomial scaling by avoiding exploring exponentially
sized subtrees. Our results also demonstrate the importance of random restarts,
as are widely used in traditional combinatorial solvers, for DNN-based search
methods to avoid left and right heavy tails.",0.17554927,0.15626228,-0.19087344,C
8186,"To further study why the policy network is more effective,

we studied the performance of both networks in detecting Table 4: Dead-end detection accuracy
dead-end states.","With extra properly added depth and value terms, the performance of Pure
Policy can further increase to obtain our best strategies.","Detecting dead-end states is crucial to

avoid exponential run times because the search has to                                                                                                                    Train Test Hard
recover from exploring those states.",2022-06-28 21:48:54+00:00,Left Heavy Tails and the Effectiveness of the Policy and Value Networks in DNN-based best-first search for Sokoban Planning,cs.AI,['cs.AI'],"[arxiv.Result.Author('Dieqiao Feng'), arxiv.Result.Author('Carla Gomes'), arxiv.Result.Author('Bart Selman')]","Despite the success of practical solvers in various NP-complete domains such
as SAT and CSP as well as using deep reinforcement learning to tackle
two-player games such as Go, certain classes of PSPACE-hard planning problems
have remained out of reach. Even carefully designed domain-specialized solvers
can fail quickly due to the exponential search space on hard instances. Recent
works that combine traditional search methods, such as best-first search and
Monte Carlo tree search, with Deep Neural Networks' (DNN) heuristics have shown
promising progress and can solve a significant number of hard planning
instances beyond specialized solvers. To better understand why these approaches
work, we studied the interplay of the policy and value networks of DNN-based
best-first search on Sokoban and show the surprising effectiveness of the
policy network, further enhanced by the value network, as a guiding heuristic
for the search. To further understand the phenomena, we studied the cost
distribution of the search algorithms and found that Sokoban instances can have
heavy-tailed runtime distributions, with tails both on the left and right-hand
sides. In particular, for the first time, we show the existence of \textit{left
heavy tails} and propose an abstract tree model that can empirically explain
the appearance of these tails. The experiments show the critical role of the
policy network as a powerful heuristic guiding the search, which can lead to
left heavy tails with polynomial scaling by avoiding exploring exponentially
sized subtrees. Our results also demonstrate the importance of random restarts,
as are widely used in traditional combinatorial solvers, for DNN-based search
methods to avoid left and right heavy tails.",0.1777331,0.09672531,-0.038355313,C
8258,driving may merit further study.,"Here we showed
or useful in more complex driving tasks such as highway           that among sufﬁciently capable models, the whiteness, i.e.","smoothness of generated commands on an appropriate val-
                                                                  idation set predicted driving ability equally well as the
   The beneﬁts of LiDAR-based driving become apparent             magnitude of errors.",2022-06-30 10:06:49+00:00,LiDAR-as-Camera for End-to-End Driving,cs.AI,"['cs.AI', 'cs.CV', 'cs.RO', '68T07, 68T40', 'I.2.9']","[arxiv.Result.Author('Ardi Tampuu'), arxiv.Result.Author('Romet Aidla'), arxiv.Result.Author('Jan Are van Gent'), arxiv.Result.Author('Tambet Matiisen')]","The core task of any autonomous driving system is to transform sensory inputs
into driving commands. In end-to-end driving, this is achieved via a neural
network, with one or multiple cameras as the most commonly used input and
low-level driving command, e.g. steering angle, as output. However,
depth-sensing has been shown in simulation to make the end-to-end driving task
easier. On a real car, combining depth and visual information can be
challenging, due to the difficulty of obtaining good spatial and temporal
alignment of the sensors. To alleviate alignment problems, Ouster LiDARs can
output surround-view LiDAR-images with depth, intensity, and ambient radiation
channels. These measurements originate from the same sensor, rendering them
perfectly aligned in time and space. We demonstrate that such LiDAR-images are
sufficient for the real-car road-following task and perform at least equally to
camera-based models in the tested conditions, with the difference increasing
when needing to generalize to new weather conditions. In the second direction
of study, we reveal that the temporal smoothness of off-policy prediction
sequences correlates equally well with actual on-policy driving ability as the
commonly used mean absolute error.",0.0131618,0.05328823,0.04180142,A
8387,"(1) The transition time was constant and can be calculated according to the location of the
     ground target in advance, which may be reasonable for problem analysis, but is significantly
     not suitable for further research.","Though adopting three pieces of knowledge into

the greedy algorithm proposed in our previous research improved the algorithm to some extent,

the previous research was too theoretical.","Frankly speaking, the transition time for AEOSs is time-
     dependent (Liu et al., 2017).",2022-07-04 08:18:54+00:00,Three multi-objective memtic algorithms for observation scheduling problem of active-imaging AEOS,cs.AI,['cs.AI'],"[arxiv.Result.Author('Zhongxiang Chang'), arxiv.Result.Author('Zhongbao Zhou')]","Observation scheduling problem for agile earth observation satellites
(OSPFAS) plays a critical role in management of agile earth observation
satellites (AEOSs). Active imaging enriches the extension of OSPFAS, we call
the novel problem as observation scheduling problem for AEOS with variable
image duration (OSWVID). A cumulative image quality and a detailed energy
consumption is proposed to build OSWVID as a bi-objective optimization model.
Three multi-objective memetic algorithms, PD+NSGA-II, LA+NSGA-II and
ALNS+NSGA-II, are then designed to solve OSWVID. Considering the heuristic
knowledge summarized in our previous research, several operators are designed
for improving these three algorithms respectively. Based on existing instances,
we analyze the critical parameters optimization, operators evolution, and
efficiency of these three algorithms according to extensive simulation
experiments.",0.07075648,0.41285527,-0.09848948,B
8388,"To further research, energy consumption should be considered more
     practically.","We assumed the
     power is enough.","A definition of detailed energy consumption then will be also proposed in
     section 3.3.",2022-07-04 08:18:54+00:00,Three multi-objective memtic algorithms for observation scheduling problem of active-imaging AEOS,cs.AI,['cs.AI'],"[arxiv.Result.Author('Zhongxiang Chang'), arxiv.Result.Author('Zhongbao Zhou')]","Observation scheduling problem for agile earth observation satellites
(OSPFAS) plays a critical role in management of agile earth observation
satellites (AEOSs). Active imaging enriches the extension of OSPFAS, we call
the novel problem as observation scheduling problem for AEOS with variable
image duration (OSWVID). A cumulative image quality and a detailed energy
consumption is proposed to build OSWVID as a bi-objective optimization model.
Three multi-objective memetic algorithms, PD+NSGA-II, LA+NSGA-II and
ALNS+NSGA-II, are then designed to solve OSWVID. Considering the heuristic
knowledge summarized in our previous research, several operators are designed
for improving these three algorithms respectively. Based on existing instances,
we analyze the critical parameters optimization, operators evolution, and
efficiency of these three algorithms according to extensive simulation
experiments.",-0.27853912,0.16667598,0.09782076,B
8418,"Finally, Section 5 provides a summary
of the main conclusions to be drawn from this work, appointing further research
lines.","Section 4 presents the obtained results performs a
comparison between the diﬀerent models.","2 Related Work

The employment of ML is not a new endeavor in historical energy forecasting,
with several works exploring interesting approaches to this domain, starting
with simple model implementations, such as Random Forest (RF) in [9] to more
sophisticated multi-model ensembles [10].",2022-07-04 17:27:03+00:00,Deep Learning for Short-term Instant Energy Consumption Forecasting in the Manufacturing Sector,cs.AI,"['cs.AI', 'cs.LG', 'eess.SP']","[arxiv.Result.Author('Nuno Oliveira'), arxiv.Result.Author('Norberto Sousa'), arxiv.Result.Author('Isabel Praça')]","Electricity is a volatile power source that requires great planning and
resource management for both short and long term. More specifically, in the
short-term, accurate instant energy consumption forecasting contributes greatly
to improve the efficiency of buildings, opening new avenues for the adoption of
renewable energy. In that regard, data-driven approaches, namely the ones based
on machine learning, are begin to be preferred over more traditional ones since
they provide not only more simplified ways of deployment but also state of the
art results. In that sense, this work applies and compares the performance of
several deep learning algorithms, LSTM, CNN, mixed CNN-LSTM and TCN, in a real
testbed within the manufacturing sector. The experimental results suggest that
the TCN is the most reliable method for predicting instant energy consumption
in the short-term.",-0.011858377,0.13252759,-0.13408934,B
8633,"In addition, most neu-
ral network approaches to disease progression only predict one to a few metrics of disease,
highlighting an area that requires further research.","One Transformer model under the broad umbrella of disease progression models has been
proposed; [28] predicts the development of knee osteoarthritis with a Transformer model
designed for multi-agent decision-making but relies on imaging data.","Many works use neural networks as Seq2Seq models for machine translation using feed-
forward networks [29], recurrent neural networks [30], and long short-term memories [31].",2022-07-09 07:00:17+00:00,SCouT: Synthetic Counterfactuals via Spatiotemporal Transformers for Actionable Healthcare,cs.AI,"['cs.AI', 'cs.LG']","[arxiv.Result.Author('Bhishma Dedhia'), arxiv.Result.Author('Roshini Balasubramanian'), arxiv.Result.Author('Niraj K. Jha')]","The Synthetic Control method has pioneered a class of powerful data-driven
techniques to estimate the counterfactual reality of a unit from donor units.
At its core, the technique involves a linear model fitted on the
pre-intervention period that combines donor outcomes to yield the
counterfactual. However, linearly combining spatial information at each time
instance using time-agnostic weights fails to capture important inter-unit and
intra-unit temporal contexts and complex nonlinear dynamics of real data. We
instead propose an approach to use local spatiotemporal information before the
onset of the intervention as a promising way to estimate the counterfactual
sequence. To this end, we suggest a Transformer model that leverages particular
positional embeddings, a modified decoder attention mask, and a novel
pre-training task to perform spatiotemporal sequence-to-sequence modeling. Our
experiments on synthetic data demonstrate the efficacy of our method in the
typical small donor pool setting and its robustness against noise. We also
generate actionable healthcare insights at the population and patient levels by
simulating a state-wide public health policy to evaluate its effectiveness, an
in silico trial for asthma medications to support randomized controlled trials,
and a medical intervention for patients with Friedreich's ataxia to improve
clinical decision-making and promote personalized therapy.",0.24129403,-0.14776273,-0.15018955,C
8634,"In addition, most neu-

                                                                5
                                        Dedhia, Balasubramanian, & Jha

ral network approaches to disease progression only predict one to a few metrics of disease,
highlighting an area that requires further research.","One Transformer model under the broad umbrella of disease progression models has been
proposed; [28] predicts the development of knee osteoarthritis with a Transformer model
designed for multi-agent decision-making but relies on imaging data.","Many works use neural networks as Seq2Seq models for machine translation using feed-
forward networks [29], recurrent neural networks [30], and long short-term memories [31].",2022-07-09 07:00:17+00:00,SCouT: Synthetic Counterfactuals via Spatiotemporal Transformers for Actionable Healthcare,cs.AI,"['cs.AI', 'cs.LG']","[arxiv.Result.Author('Bhishma Dedhia'), arxiv.Result.Author('Roshini Balasubramanian'), arxiv.Result.Author('Niraj K. Jha')]","The Synthetic Control method has pioneered a class of powerful data-driven
techniques to estimate the counterfactual reality of a unit from donor units.
At its core, the technique involves a linear model fitted on the
pre-intervention period that combines donor outcomes to yield the
counterfactual. However, linearly combining spatial information at each time
instance using time-agnostic weights fails to capture important inter-unit and
intra-unit temporal contexts and complex nonlinear dynamics of real data. We
instead propose an approach to use local spatiotemporal information before the
onset of the intervention as a promising way to estimate the counterfactual
sequence. To this end, we suggest a Transformer model that leverages particular
positional embeddings, a modified decoder attention mask, and a novel
pre-training task to perform spatiotemporal sequence-to-sequence modeling. Our
experiments on synthetic data demonstrate the efficacy of our method in the
typical small donor pool setting and its robustness against noise. We also
generate actionable healthcare insights at the population and patient levels by
simulating a state-wide public health policy to evaluate its effectiveness, an
in silico trial for asthma medications to support randomized controlled trials,
and a medical intervention for patients with Friedreich's ataxia to improve
clinical decision-making and promote personalized therapy.",0.22625378,-0.14481325,-0.12327578,C
8636,Either removing                  retrieval task and beneﬁt further study of vision and language.,"We hope our BOSS can
compositional representation over both the local- and global-                  provide a complement for existing literature of multi-modal
levels obtain the best retrieval performance.","each of them will result in a performance decay, which proves
the further effectiveness of our composition module.",2022-07-09 07:14:44+00:00,BOSS: Bottom-up Cross-modal Semantic Composition with Hybrid Counterfactual Training for Robust Content-based Image Retrieval,cs.AI,"['cs.AI', 'cs.CV', 'cs.IR', 'cs.LG', 'eess.IV']","[arxiv.Result.Author('Wenqiao Zhang'), arxiv.Result.Author('Jiannan Guo'), arxiv.Result.Author('Mengze Li'), arxiv.Result.Author('Haochen Shi'), arxiv.Result.Author('Shengyu Zhang'), arxiv.Result.Author('Juncheng Li'), arxiv.Result.Author('Siliang Tang'), arxiv.Result.Author('Yueting Zhuang')]","Content-Based Image Retrieval (CIR) aims to search for a target image by
concurrently comprehending the composition of an example image and a
complementary text, which potentially impacts a wide variety of real-world
applications, such as internet search and fashion retrieval. In this scenario,
the input image serves as an intuitive context and background for the search,
while the corresponding language expressly requests new traits on how specific
characteristics of the query image should be modified in order to get the
intended target image. This task is challenging since it necessitates learning
and understanding the composite image-text representation by incorporating
cross-granular semantic updates. In this paper, we tackle this task by a novel
\underline{\textbf{B}}ottom-up cr\underline{\textbf{O}}ss-modal
\underline{\textbf{S}}emantic compo\underline{\textbf{S}}ition (\textbf{BOSS})
with Hybrid Counterfactual Training framework, which sheds new light on the CIR
task by studying it from two previously overlooked perspectives:
\emph{implicitly bottom-up composition of visiolinguistic representation} and
\emph{explicitly fine-grained correspondence of query-target construction}. On
the one hand, we leverage the implicit interaction and composition of
cross-modal embeddings from the bottom local characteristics to the top global
semantics, preserving and transforming the visual representation conditioned on
language semantics in several continuous steps for effective target image
search. On the other hand, we devise a hybrid counterfactual training strategy
that can reduce the model's ambiguity for similar queries.",0.060236946,-0.22082587,-0.1595028,C
8658,"In turn, this combination could
offer an stronger baseline for further research on DRL.","For instance, one could start with a trained policy where
states are partially symbolic, and associate that part of the   Acknowledgements
state to an STRIPS model.","We would like to thank William Shen and Florian Geißer for
                                                                sharing the code of their implementation of the hypergraph
   As future work, there are many directions worth pursuing.",2022-07-10 14:55:16+00:00,Scaling up ML-based Black-box Planning with Partial STRIPS Models,cs.AI,"['cs.AI', 'cs.CL', 'cs.LG']","[arxiv.Result.Author('Matias Greco'), arxiv.Result.Author('Álvaro Torralba'), arxiv.Result.Author('Jorge A. Baier'), arxiv.Result.Author('Hector Palacios')]","A popular approach for sequential decision-making is to perform
simulator-based search guided with Machine Learning (ML) methods like policy
learning. On the other hand, model-relaxation heuristics can guide the search
effectively if a full declarative model is available. In this work, we consider
how a practitioner can improve ML-based black-box planning on settings where a
complete symbolic model is not available. We show that specifying an incomplete
STRIPS model that describes only part of the problem enables the use of
relaxation heuristics. Our findings on several planning domains suggest that
this is an effective way to improve ML-based black-box planning beyond
collecting more data or tuning ML architectures.",-0.008105862,0.028505035,-0.02508931,A
8908,"These challenges target priorities by making large, AI-ready datasets
                                                   publicly available, incentivizing open-source solutions, and creating a demand
                                                   signal for dual use technologies that can stimulate further research.","Several projects supported by the DAF-MIT AI Accelerator are
                                                   developing public challenge problems that address numerous Federal AI research
                                                   priorities.","In this article,
                                                  we describe these public challenges being developed and how their application
                                                   contributes to scientiﬁc advances.",2022-07-14 16:13:40+00:00,Developing a Series of AI Challenges for the United States Department of the Air Force,cs.AI,"['cs.AI', 'cs.CY']","[arxiv.Result.Author('Vijay Gadepally'), arxiv.Result.Author('Gregory Angelides'), arxiv.Result.Author('Andrei Barbu'), arxiv.Result.Author('Andrew Bowne'), arxiv.Result.Author('Laura J. Brattain'), arxiv.Result.Author('Tamara Broderick'), arxiv.Result.Author('Armando Cabrera'), arxiv.Result.Author('Glenn Carl'), arxiv.Result.Author('Ronisha Carter'), arxiv.Result.Author('Miriam Cha'), arxiv.Result.Author('Emilie Cowen'), arxiv.Result.Author('Jesse Cummings'), arxiv.Result.Author('Bill Freeman'), arxiv.Result.Author('James Glass'), arxiv.Result.Author('Sam Goldberg'), arxiv.Result.Author('Mark Hamilton'), arxiv.Result.Author('Thomas Heldt'), arxiv.Result.Author('Kuan Wei Huang'), arxiv.Result.Author('Phillip Isola'), arxiv.Result.Author('Boris Katz'), arxiv.Result.Author('Jamie Koerner'), arxiv.Result.Author('Yen-Chen Lin'), arxiv.Result.Author('David Mayo'), arxiv.Result.Author('Kyle McAlpin'), arxiv.Result.Author('Taylor Perron'), arxiv.Result.Author('Jean Piou'), arxiv.Result.Author('Hrishikesh M. Rao'), arxiv.Result.Author('Hayley Reynolds'), arxiv.Result.Author('Kaira Samuel'), arxiv.Result.Author('Siddharth Samsi'), arxiv.Result.Author('Morgan Schmidt'), arxiv.Result.Author('Leslie Shing'), arxiv.Result.Author('Olga Simek'), arxiv.Result.Author('Brandon Swenson'), arxiv.Result.Author('Vivienne Sze'), arxiv.Result.Author('Jonathan Taylor'), arxiv.Result.Author('Paul Tylkin'), arxiv.Result.Author('Mark Veillette'), arxiv.Result.Author('Matthew L Weiss'), arxiv.Result.Author('Allan Wollaber'), arxiv.Result.Author('Sophia Yuditskaya'), arxiv.Result.Author('Jeremy Kepner')]","Through a series of federal initiatives and orders, the U.S. Government has
been making a concerted effort to ensure American leadership in AI. These broad
strategy documents have influenced organizations such as the United States
Department of the Air Force (DAF). The DAF-MIT AI Accelerator is an initiative
between the DAF and MIT to bridge the gap between AI researchers and DAF
mission requirements. Several projects supported by the DAF-MIT AI Accelerator
are developing public challenge problems that address numerous Federal AI
research priorities. These challenges target priorities by making large,
AI-ready datasets publicly available, incentivizing open-source solutions, and
creating a demand signal for dual use technologies that can stimulate further
research. In this article, we describe these public challenges being developed
and how their application contributes to scientific advances.",0.17025006,-0.12790497,-0.030368418,C
9067,"In Sec-   explanations should be minimal, which means they should
tion 4 we lay the foundation for further research regarding       change as little in the original input as possible to cross the
alterfactual explanations by evaluating the potential of our ap-  decision boundary of the model between the fact and foil
proach in a user study.","Counterfactual
terfactual explanations is explained in further detail.","In this study, we used an imaginary AI    class [Keane et al., 2021b; Miller, 2021].",2022-07-19 16:20:37+00:00,Alterfactual Explanations -- The Relevance of Irrelevance for Explaining AI Systems,cs.AI,['cs.AI'],"[arxiv.Result.Author('Silvan Mertes'), arxiv.Result.Author('Christina Karle'), arxiv.Result.Author('Tobias Huber'), arxiv.Result.Author('Katharina Weitz'), arxiv.Result.Author('Ruben Schlagowski'), arxiv.Result.Author('Elisabeth André')]","Explanation mechanisms from the field of Counterfactual Thinking are a
widely-used paradigm for Explainable Artificial Intelligence (XAI), as they
follow a natural way of reasoning that humans are familiar with. However, all
common approaches from this field are based on communicating information about
features or characteristics that are especially important for an AI's decision.
We argue that in order to fully understand a decision, not only knowledge about
relevant features is needed, but that the awareness of irrelevant information
also highly contributes to the creation of a user's mental model of an AI
system. Therefore, we introduce a new way of explaining AI systems. Our
approach, which we call Alterfactual Explanations, is based on showing an
alternative reality where irrelevant features of an AI's input are altered. By
doing so, the user directly sees which characteristics of the input data can
change arbitrarily without influencing the AI's decision. We evaluate our
approach in an extensive user study, revealing that it is able to significantly
contribute to the participants' understanding of an AI. We show that
alterfactual explanations are suited to convey an understanding of different
aspects of the AI's reasoning than established counterfactual explanation
methods.",-0.18851098,-0.2512909,0.34847528,A
9068,"Therefore, the advantages and
cate this vast amount of information without overburdening      disadvantages of those two concepts have to be evaluated in
                                                                further research.",Future research has to ﬁnd ways to communi-      and Semifactual explanations.,"References                                                       Ilia Stepin, Jose M Alonso, Alejandro Catala, and Mart´ın
                                                                    Pereira-Farin˜a.",2022-07-19 16:20:37+00:00,Alterfactual Explanations -- The Relevance of Irrelevance for Explaining AI Systems,cs.AI,['cs.AI'],"[arxiv.Result.Author('Silvan Mertes'), arxiv.Result.Author('Christina Karle'), arxiv.Result.Author('Tobias Huber'), arxiv.Result.Author('Katharina Weitz'), arxiv.Result.Author('Ruben Schlagowski'), arxiv.Result.Author('Elisabeth André')]","Explanation mechanisms from the field of Counterfactual Thinking are a
widely-used paradigm for Explainable Artificial Intelligence (XAI), as they
follow a natural way of reasoning that humans are familiar with. However, all
common approaches from this field are based on communicating information about
features or characteristics that are especially important for an AI's decision.
We argue that in order to fully understand a decision, not only knowledge about
relevant features is needed, but that the awareness of irrelevant information
also highly contributes to the creation of a user's mental model of an AI
system. Therefore, we introduce a new way of explaining AI systems. Our
approach, which we call Alterfactual Explanations, is based on showing an
alternative reality where irrelevant features of an AI's input are altered. By
doing so, the user directly sees which characteristics of the input data can
change arbitrarily without influencing the AI's decision. We evaluate our
approach in an extensive user study, revealing that it is able to significantly
contribute to the participants' understanding of an AI. We show that
alterfactual explanations are suited to convey an understanding of different
aspects of the AI's reasoning than established counterfactual explanation
methods.",-0.32231298,-0.16797777,0.17689767,A_centroid
9199,"To mitigate algorithmic bias in BA, further research will be
necessary along several directions.",Mitigating algorithmic bias.,"First, many of the above methods for algorithmic fairness have
been developed for predictive analytics and not for prescriptive models.",2022-07-22 10:21:38+00:00,Algorithmic Fairness in Business Analytics: Directions for Research and Practice,cs.AI,['cs.AI'],"[arxiv.Result.Author('Maria De-Arteaga'), arxiv.Result.Author('Stefan Feuerriegel'), arxiv.Result.Author('Maytal Saar-Tsechansky')]","The extensive adoption of business analytics (BA) has brought financial gains
and increased efficiencies. However, these advances have simultaneously drawn
attention to rising legal and ethical challenges when BA inform decisions with
fairness implications. As a response to these concerns, the emerging study of
algorithmic fairness deals with algorithmic outputs that may result in
disparate outcomes or other forms of injustices for subgroups of the
population, especially those who have been historically marginalized. Fairness
is relevant on the basis of legal compliance, social responsibility, and
utility; if not adequately and systematically addressed, unfair BA systems may
lead to societal harms and may also threaten an organization's own survival,
its competitiveness, and overall performance. This paper offers a
forward-looking, BA-focused review of algorithmic fairness. We first review the
state-of-the-art research on sources and measures of bias, as well as bias
mitigation algorithms. We then provide a detailed discussion of the
utility-fairness relationship, emphasizing that the frequent assumption of a
trade-off between these two constructs is often mistaken or short-sighted.
Finally, we chart a path forward by identifying opportunities for business
scholars to address impactful, open challenges that are key to the effective
and responsible deployment of BA.",-0.08581574,0.08549742,0.09475819,A
9247,"Such results may motivate further research on how to accu-
                                        rately evaluate the performance of different link prediction methods for knowledge
                                        graphs.","By analyzing the tail entity distribution
                                        and evaluation protocol of these two data sets, we attribute the unexpected success
                                        of AutoWeird on ogbl-wikikg2 to inappropriate evaluation and concentrated tail
                                        entity distribution.","1 Introduction

                                        Scoring function (SF), which measures the plausibility of triplets in knowledge graphs (KGs), plays
                                        an important role to learn from KGs [13, 7].",2022-07-24 06:43:06+00:00,AutoWeird: Weird Translational Scoring Function Identified by Random Search,cs.AI,"['cs.AI', 'cs.CL']","[arxiv.Result.Author('Hansi Yang'), arxiv.Result.Author('Yongqi Zhang'), arxiv.Result.Author('Quanming Yao')]","Scoring function (SF) measures the plausibility of triplets in knowledge
graphs. Different scoring functions can lead to huge differences in link
prediction performances on different knowledge graphs. In this report, we
describe a weird scoring function found by random search on the open graph
benchmark (OGB). This scoring function, called AutoWeird, only uses tail entity
and relation in a triplet to compute its plausibility score. Experimental
results show that AutoWeird achieves top-1 performance on ogbl-wikikg2 data
set, but has much worse performance than other methods on ogbl-biokg data set.
By analyzing the tail entity distribution and evaluation protocol of these two
data sets, we attribute the unexpected success of AutoWeird on ogbl-wikikg2 to
inappropriate evaluation and concentrated tail entity distribution. Such
results may motivate further research on how to accurately evaluate the
performance of different link prediction methods for knowledge graphs.",-0.15453541,0.022506174,-0.26374316,A
9257,"814-817, Jan. 2020.
the described problems, opening the way to further research
in the ﬁeld of data-driven future system event prediction.","1, pp.",[11] M. Mokhtar et.,2022-07-24 20:24:27+00:00,Data-driven Models to Anticipate Critical Voltage Events in Power Systems,cs.AI,"['cs.AI', 'eess.SP']","[arxiv.Result.Author('Fabrizio De Caro'), arxiv.Result.Author('Adam J. Collin'), arxiv.Result.Author('Alfredo Vaccaro')]","This paper explores the effectiveness of data-driven models to predict
voltage excursion events in power systems using simple categorical labels. By
treating the prediction as a categorical classification task, the workflow is
characterized by a low computational and data burden. A proof-of-concept case
study on a real portion of the Italian 150 kV sub-transmission network, which
hosts a significant amount of wind power generation, demonstrates the general
validity of the proposal and offers insight into the strengths and weaknesses
of several widely utilized prediction models for this application.",-0.040469177,0.17605105,-0.07911515,B
9281,"Here
we present some of the discussion points stemming
from our work and further study directions.","Conclusion

In this paper we presented a corpus-driven experiment
to transform AMR annotations into UCCA-like repre-
sentations, the evaluation of our experiment and some
of the ambiguous cases we discovered through it.",would like to thank the anonymous reviewers for the          ing.,2022-07-25 13:13:34+00:00,How much of UCCA can be predicted from AMR?,cs.AI,['cs.AI'],"[arxiv.Result.Author('Siyana Pavlova'), arxiv.Result.Author('Maxime Amblard'), arxiv.Result.Author('Bruno Guillaume')]","In this paper, we consider two of the currently popular semantic frameworks:
Abstract Meaning Representation (AMR)a more abstract framework, and Universal
Conceptual Cognitive Annotation (UCCA)-an anchored framework. We use a
corpus-based approach to build two graph rewriting systems, a deterministic and
a non-deterministic one, from the former to the latter framework. We present
their evaluation and a number of ambiguities that we discovered while building
our rules. Finally, we provide a discussion and some future work directions in
relation to comparing semantic frameworks of different flavors.",-0.1524696,-0.25343287,-0.089963034,A
9284,be built for extending further research vision.,"introducing circuit/chip/architecture/system levels considerations     Their engineering opinions of heterogeneous system design could
on how to build and optimize deep learning computing systems.","The main teaching
                                                                       objectives of this course could be listed as following:
   Our course, named Intelligent Computing Architectures, mainly
focused on the architectures explorations for deep learning tasks     (1) Know some typical intelligent computing algorithms, including
since Fall 2017.",2022-06-22 11:48:04+00:00,Towards Systems Education for Artificial Intelligence: A Course Practice in Intelligent Computing Architectures,cs.AI,"['cs.AI', 'cs.AR', 'cs.CY']","[arxiv.Result.Author('Jianlei Yang'), arxiv.Result.Author('Xiaopeng Gao'), arxiv.Result.Author('Weisheng Zhao')]","With the rapid development of artificial intelligence (AI) community,
education in AI is receiving more and more attentions. There have been many AI
related courses in the respects of algorithms and applications, while not many
courses in system level are seriously taken into considerations. In order to
bridge the gap between AI and computing systems, we are trying to explore how
to conduct AI education from the perspective of computing systems. In this
paper, a course practice in intelligent computing architectures are provided to
demonstrate the system education in AI era. The motivation for this course
practice is first introduced as well as the learning orientations. The main
goal of this course aims to teach students for designing AI accelerators on
FPGA platforms. The elaborated course contents include lecture notes and
related technical materials. Especially several practical labs and projects are
detailed illustrated. Finally, some teaching experiences and effects are
discussed as well as some potential improvements in the future.",0.25672433,-0.06731949,-0.01499765,C
